E,N,Z
-84.2,9.94,-14.7
-65.1,22.6,-9.65
-59,28.7,-3.06
-63,32.3,3.95
-70.5,36.2,9.26
-74.8,32.4,13.9
-71.6,33.8,18.5
-69.2,37.7,23.7
-64.5,32.9,28.1
-55.3,29.8,31.8
-48.3,29.4,35.2
-47.1,27.2,38.5
-50,22.3,39.9
-46.8,15.2,37.6
-36.8,9.7,37.1
-26.4,7.07,38.3
-26,7.2,39.7
-42.2,6.39,40.5
-53.5,0.0806,37.3
-47.7,-5.91,36.3
-41.1,-5.33,38.6
-36,-3.18,39.1
-31.8,-3.26,42.1
-33.1,-2.09,45.4
-29.8,-0.939,45.8
-24.2,0.253,50.1
-21.9,3.72,54.4
-14.3,5.78,57
-3.58,7.85,62.4
2.89,11.5,67.4
-2.67,15.6,72.5
-21.2,17.7,76.8
-33.6,15,78.4
-27.5,12.3,80.7
-15.7,14.5,83.2
-13.8,18.7,84.3
-20.5,20.5,85.5
-33.2,20.4,87
-41.5,18.7,85.3
-32.3,17.9,82.7
-21.2,23.1,80.8
-19.2,29,77.8
-26.8,33.1,76.2
-45,36.3,73.1
-56.8,35.6,71
-58.4,37,71.5
-58.7,41.1,68.3
-51.3,43,68.8
-31.4,43.8,73.6
-17.9,44.3,75.3
-27.8,42.9,72.9
-54.7,40.5,72.1
-63.1,42,76.3
-35.7,47,83.1
-11.4,51.5,88.8
-12.2,49.9,89.5
-24.2,45.9,89.5
-21.9,47,94.4
1.42,46.5,101
21.7,44.4,103
28.1,40.7,103
20.9,33.9,105
10.8,27.9,104
-0.289,21.2,104
-15.5,15.3,104
-30.5,11.1,104
-39.4,7.62,106
-35.7,3.43,106
-31.9,-1.73,106
-29.8,-5.02,104
-29.1,-9.32,104
-27.4,-11.7,104
-11.9,-11.4,106
2.77,-14.9,107
5.99,-17.9,104
-0.982,-20.8,105
-13.9,-23.5,108
-21.3,-22.2,110
-28.3,-22.5,112
-24.8,-19.9,116
-0.373,-14.9,126
21.8,-16.5,129
25.1,-22.2,124
18.7,-26.5,121
22.1,-27,126
33.8,-27.4,129
42.3,-28.7,129
33.3,-32.7,129
9.98,-36.3,126
5.92,-34.1,128
17.6,-33.5,133
31.7,-33.9,129
40,-36.3,124
35.3,-41.7,118
39.6,-42.5,113
44.4,-44.8,109
36,-49.1,103
26,-52.3,99.1
16.9,-54.7,97.5
20.3,-51.1,96.3
32.5,-50.5,95.1
28.7,-55.1,90.6
14.3,-56.6,87.7
-1.69,-59.1,88.4
-13.7,-59.3,87.8
-5.25,-54.8,90.7
7.18,-54.6,92.6
8.2,-56.6,88.6
10.1,-59.5,90.4
6.04,-64.7,91.7
4.56,-62.4,90.4
15.9,-59.5,94.6
22.8,-63.2,96
29.8,-63.4,95.7
29.3,-67.1,96
11.7,-72.2,92
2.66,-69.9,92.4
3.98,-69.6,95.5
4.6,-71.8,93
3.86,-74.3,91
3.18,-76.5,89.4
10.7,-77.2,88.1
19,-80.7,86.2
24,-83.4,81.3
27.8,-85.8,77.7
23.2,-90.8,72.3
13.4,-93.6,65.1
9.08,-93.2,62
10.4,-93.1,58.5
10.6,-93.1,50.2
15.7,-90.9,43.5
21.4,-93,38.8
13.6,-98.8,31.3
12.8,-96.6,26.3
28.9,-92.1,23.3
43.5,-92.6,16.8
50.4,-91.7,8.61
39.2,-92,2.22
16.9,-92.3,-1.38
1.67,-89.8,-3.44
-16.6,-89.5,-6.07
-21.2,-86.7,-7.43
-9.18,-87,-8.22
-13.3,-90.4,-11.9
-27.5,-89.1,-12
-33.1,-89.5,-6.81
-16.9,-87.9,-2.56
6.1,-87.1,-2.47
9.48,-87.2,-4.63
-0.358,-86.8,-4.01
-33.7,-90.8,-4.82
-82.7,-88.9,-3.63
-94.2,-83.8,5.64
-65.1,-83.9,8.18
-43.4,-86.1,-2.1
-54.1,-87.9,-10.7
-78.2,-88.2,-8.04
-84.3,-89.5,-1.84
-78.8,-91.7,-4.03
-87.7,-90.3,-13
-94,-87.5,-14.8
-73.2,-89.9,-9.25
-44.8,-91.9,-11.1
-35.8,-91.6,-14.2
-42.9,-90.2,-10.8
-51.4,-87.9,-6.71
-58.7,-87,-1.63
-58.5,-80.3,4.21
-47.8,-71.1,11.1
-31.1,-63,17
-17.4,-54.7,19.1
-21.9,-46.6,22
-28.6,-37.9,27
-34.2,-33.4,28
-52.6,-26.8,24.9
-62.6,-19.9,23.2
-52.7,-17.4,21
-29.8,-16,15.8
-4.48,-18.1,9.34
8.3,-19.4,4.57
1.48,-17.2,1.95
-13.9,-13.7,-2.73
-18.1,-17.5,-7.83
-17.7,-23.3,-9.81
-4.48,-23.9,-13
16.6,-31.2,-17.4
3.21,-31.2,-17.4
-20,-24.9,-20.5
-27.1,-34.2,-24.9
-23.6,-35.3,-24.4
-5.35,-30.4,-30.2
3.42,-36.8,-35.9
13.8,-35.8,-38.2
31.4,-37,-44.6
31.5,-44.5,-48.5
13.4,-46.6,-51.8
-10.9,-48.7,-54.4
-8.9,-51,-56.5
6.64,-54.8,-63.6
18.8,-55.7,-69.2
23.7,-58.2,-72.9
-6.04,-62.9,-75.2
-35.9,-62.1,-73
-23,-67,-71.2
15.8,-72,-73.5
35.8,-67.9,-76.5
15.2,-60.4,-73.9
-17.1,-50.6,-65.6
-20.7,-38.3,-53.7
0.81,-19.7,-36
3.57,7.74,-13.9
-14.7,31.9,2.84
-26.3,44.2,11.6
-30.6,53,19.8
-28.2,61.8,27
-19.9,71,30.5
-2.01,77.6,34.2
42.5,74.4,35.3
83.9,71.3,34.6
63.5,91.3,41.7
9.47,129,50.6
9.67,134,51.8
38.8,114,49.8
37.3,120,47.5
58.9,121,43.8
78.4,118,42.8
63.8,130,38.4
52.7,127,27
19.8,127,19.8
11.5,124,11.2
21.1,109,0.344
5.18,102,-9.67
-4.34,86.7,-20.7
-17.6,69.2,-26.9
-13.5,49.4,-34.8
-10.7,29.1,-42.2
-17.8,12.2,-47.1
0.608,-13,-54.4
28,-30.4,-57.4
60.2,-41,-57.2
80.3,-52.1,-56.8
73.5,-64.7,-54.6
46.4,-76.2,-51.4
19.9,-82.9,-48.1
17.9,-91,-45.7
32.4,-94.6,-45.7
48.4,-90.6,-46.1
51,-86.2,-43.5
32.7,-88.6,-41.2
22,-91.8,-43.5
36.2,-86.5,-45.5
50.3,-81.2,-45
45.3,-80.2,-45.2
29.5,-78.2,-46.4
21.9,-75.9,-49.6
9.75,-70.1,-52.6
-20.8,-64.1,-54.8
-34.5,-61.6,-59
-11.5,-59.1,-62.4
10,-55.7,-63.9
-7.44,-48.9,-64.2
-43.2,-46.8,-65.9
-51.5,-54,-72
-39.2,-56.2,-76.8
-39.6,-52.1,-77.5
-40.6,-51.1,-77.4
-23.4,-51.6,-77.5
3.59,-54.7,-78.8
25.1,-58.5,-80.5
34.4,-60.8,-81.1
32.4,-63.7,-82.9
17.1,-65,-86.2
8.82,-65.6,-89.6
20.4,-63.3,-93.7
20,-59,-96.5
9.5,-55.9,-97.3
23.3,-53.2,-99.8
63.6,-51.5,-103
96.5,-45.1,-102
86.1,-36.9,-101
69,-35.7,-105
79.7,-36.6,-106
81.2,-30.4,-107
62,-21.7,-109
47.6,-19.7,-111
46.3,-20.4,-113
49.7,-16.4,-118
64.6,-10.3,-121
73.5,-4.09,-120
54.9,2.43,-118
48.6,3.98,-120
52.4,6.4,-120
38.7,12.8,-118
23.6,14.7,-117
16.9,14,-116
15.7,14.6,-116
8.21,16.3,-115
9.9,17.2,-115
30.6,14.7,-115
38.2,11.5,-115
16,10.3,-113
-27.1,7.53,-109
-65.5,0.000204,-106
-63.5,-13.7,-109
-15,-29.5,-121
23.7,-36.6,-122
5.29,-35.3,-109
-41.4,-34.2,-103
-57.9,-33.7,-105
-32.3,-28,-102
-20.3,-11.6,-86.7
-42.5,7.51,-54.5
-53.3,14,-27.8
-46.6,18.4,-18.2
-51.9,33,-8.59
-64.6,45.2,-2.77
-76,51,2.21
-78.4,54.2,10.3
-52.6,57.1,9.22
-9.71,66.7,8.86
20.1,78.6,12
16.5,84.5,16.3
-6.03,80.6,18.3
-13.1,74.7,14.9
-23.4,79,16.2
-49.2,79.1,17
-45.3,67.8,19.8
5.92,67,23.8
44.4,76.8,22.5
23,71.9,24.8
-3.6,51.9,25.6
-11.8,40.2,22.6
-35.5,35.1,20.5
-45.2,21.2,18.2
-29.7,11.5,16.7
-10.4,18.3,19.3
13.2,30.2,22.6
19.8,40.4,23.8
4.26,46.8,24.7
-5.76,49.4,21.9
-4.26,57.2,22.2
-1.93,64.4,22.3
-7.13,67.8,16.8
-16.2,72.2,16.2
-9.97,71.6,13.2
9.91,74.9,7.11
27.2,78.8,4.35
40.2,75.9,0.833
44.1,75.5,0.143
40.5,71.2,2.38E-05
37.1,64.2,-2.15
37.6,56.8,-2.61
42,49.4,-1.81
38.2,48.6,0.466
18.6,49.9,5.01
-7.42,47.1,8.55
-25.9,40.3,7.22
-34.7,39.6,6.02
-37.3,43.5,8.87
-31.8,45.1,12.7
-27.4,47.6,17.1
-23.8,46.7,21.1
-10.8,44.5,23.4
4.56,46.7,26.9
16.2,48.7,30.9
24,47.9,33.8
27.8,47.4,36.9
27.3,48.6,38.8
27.8,47.8,37.8
34.1,48.6,35.8
36.9,54.2,33.7
30.5,59.7,32.1
20,60,30.2
15.5,55,26.2
23.7,56.3,23.3
35.8,65.8,23.6
49.3,68.4,24.1
63.7,68,24.2
66.6,72.9,26.9
59.1,72.1,29.9
50.3,66.6,31.2
41.2,63.6,32.1
31.6,59.4,31.6
19.7,56.4,32.1
-1.01,53.5,35
-27.9,45.2,36.3
-52,33.8,33.4
-66.2,22.8,30.2
-64.7,19,29.3
-54.5,22.4,29.2
-32.4,24.5,31.1
2.26,28,32.2
31.9,33.7,32.5
44.3,38.5,32.2
31.7,39.6,28.6
13,31.9,24.1
14.2,26.3,21.2
31.4,34.2,23.5
37,43.5,28.6
19.6,39.2,27.4
8.49,30.6,24
7.34,35.9,27.6
6.55,41.1,31.6
16.5,39.9,31.2
27.4,41.4,31.9
38.5,39.2,31.4
52.1,39,31.4
36.7,33.9,29.3
-4.16,11.7,18.6
-29.7,-6.4,12.1
-38.5,-13.3,13.8
-41.4,-23.1,11.6
-37,-33.7,9.04
-30.8,-37.8,11.5
-29.3,-39,13.3
-34,-40.5,14.5
-44.1,-43.7,13.8
-55.2,-50,11.3
-53,-52.5,8.89
-34.7,-49,6.34
-20.4,-42.2,6.64
-29.6,-38.6,5.16
-50.3,-45.8,1.32
-53.7,-55.3,0.0704
-35,-57.3,0.809
-10.3,-52,1.63
-2.94,-42.1,1.25
-18.4,-36.7,-1.47
-44,-37.3,-3.38
-63.5,-37.1,-2.2
-57.9,-33.2,-1.84
-32.9,-24.3,-0.0756
-12.4,-15.3,1.23
-8.91,-11.6,-1.5
-15.5,-15.9,-3.1
-22.4,-23.7,-1.19
-29.4,-29.4,1.22
-23.7,-34.1,2.15
5.54,-36.2,5.28
40.8,-34.9,10
46.1,-27.3,13.7
11.6,-14.1,12.6
-14.7,-3.46,8.01
1.96,4.68,9.87
28.2,15.8,13.8
20.9,30.3,12.1
-7.79,41.8,9.99
-15.8,44.2,14.5
-5.54,39.7,20.8
2.31,35.3,20.5
13.3,29.1,19.9
25.9,16.1,22.1
26.1,1.17,22.1
-0.109,-7.2,21.7
-21,-8.21,20.7
3.67,-10.5,24
31.9,-13.7,30.4
42.1,-11.5,31.3
53.3,-9.2,37.6
40.9,-9.69,45.4
15.6,-8.34,44.5
19.1,-6.79,49.4
26.1,-8.25,56.3
15.6,-8.63,55.4
8.37,-8.37,55.9
8.41,-10.7,57.8
11.3,-13.4,58.2
19.8,-14.3,56.7
41.5,-14.7,55.7
54.5,-17.2,56.8
30.7,-20.4,54.8
-11.6,-22.4,52.1
-35,-20,49.7
-24.2,-13.6,49
-15.6,-7.31,45.5
-24.8,2.32,34.4
-26.6,14.1,30.2
-15.2,20.7,33.3
7.13,22.5,35.6
4.79,20.1,37.5
-41.8,15.6,34.5
-83.7,14.1,35.1
-78,12.9,43.4
-44,5.54,49.7
-41.6,-5.47,48.7
-72.7,-11.1,44
-86.8,-13.9,45.5
-82,-21.4,52.8
-87.8,-24.8,53.6
-95,-15.6,47.5
-71.9,1.46,42.3
-34,21.9,33.3
-36.7,38.6,19.1
-66.4,46.2,11
-54.3,50.9,16.5
-16.3,51.6,23.4
-4.05,43.2,26.3
-7.68,30.5,35.4
-9.6,8.86,44.2
-8.19,-15.8,46.7
12.2,-20.5,45
53.1,-19.9,47.2
64.4,-29.8,52
29.2,-30.1,51
7.84,-21.8,57.6
17.7,-18.3,69.5
16.4,-12.9,74.4
0.143,-2.96,75.5
2.73,8.41,78.5
23.3,18.8,84.1
29.8,27,81.8
19.3,32.9,73.8
5.25,31.9,69.8
-4.13,28.2,65.9
-5.62,26.4,60.2
-0.612,25.8,52.2
18.8,27.6,45.8
29.1,28.6,41.8
11.8,30.3,35.3
8.03,33.5,32.9
33.7,32.3,35.9
56.9,28.2,35.5
67.9,24.6,32.9
73.9,18.4,31.2
62.6,11,27.7
35.5,8.3,21.4
15.8,6.66,13.3
19,3.27,3.82
31.4,-0.566,-3.72
12.3,-6.34,-10.7
-34.1,-12.6,-19.2
-59.8,-18.8,-22.9
-35.9,-25.2,-23.6
19.6,-30.2,-25.4
49.5,-35.1,-28.2
26.7,-42.1,-33.9
-8.06,-48.8,-39.1
-17.1,-53,-37
-23.8,-56.2,-31.7
-34.7,-56.9,-28.7
-27,-57.3,-19.9
0.43,-57.6,-5.83
35.3,-49.8,8.74
42.2,-32.7,24.1
25.3,-10.1,36.6
12.9,13.7,46.5
-0.511,32.5,51.4
-8.31,47.8,51.5
5.11,62.6,50.1
28,72,44.6
28.1,77.6,34.5
28.5,82.1,21.6
72.7,74.7,7.23
113,58.1,-9.6
87.8,48.8,-26.8
37,49.3,-37.5
21.8,47.4,-43.2
27.7,40.8,-52.6
42,35.1,-63.7
68.7,22.9,-66.9
83,4.75,-67.2
72.8,-7.49,-71.2
46.4,-14.3,-67.1
30.2,-21.2,-52.1
17,-29.6,-36.6
-13.4,-38.3,-24
-18.3,-49.4,-12.4
11.2,-62.1,2.11
27.4,-69.4,14.4
11.3,-72.1,22.1
2.35,-76.2,30.5
19.5,-78.6,39.3
25,-73.8,47.7
15.3,-67.3,56.6
9.5,-62,63.9
38.4,-58.5,65.4
77.2,-61.2,59.5
56.6,-65.4,45.1
17.9,-69.4,25.9
9.16,-74.9,7.41
19.6,-77.7,-6.76
26.9,-74.1,-12.4
15.5,-63,-9.66
-1.43,-48.7,1.42
-24.7,-28.5,18.4
-30.6,-2.63,34.8
-16.2,16.2,40.2
-18.2,29.2,33.4
-27.9,40.5,28
-42.6,47.1,25.6
-53.1,50.9,24.5
-44.3,49.5,22.9
-32.9,45.1,16.6
-26.8,42.7,11.1
-33.9,39.2,1.83
-45.2,29.3,-16.2
-51.9,3.09,-35.8
-76.4,-28.9,-48.9
-88.3,-43,-50.7
-54.1,-51.9,-50.6
-28.8,-71.1,-52.6
-35.2,-84.6,-53.1
-25.9,-86.3,-56.1
-2.99,-88.8,-59.2
-16.8,-86.5,-56.6
-45.6,-73.1,-49.7
-31.7,-65.7,-40.8
4.11,-57.9,-31.8
18,-43.8,-23.8
-0.288,-30.8,-15.9
-14.6,-16.9,-6.36
2.82,-9.9,3.21
16.9,-3.47,12.1
3.51,3.65,21.4
-19.3,6.37,33.2
-27,3.05,45.3
-34.6,-7.42,53.4
-39.2,-14.5,57.7
-17.9,-23.5,57.7
-4.19,-32.7,54.3
-14,-37.1,52.4
-28.8,-41.1,53.2
-30.6,-44.9,49.5
-31.2,-48.8,39.3
-43.5,-49.8,25.9
-39.3,-51.2,10.9
-19.9,-53.6,-3.13
-9.82,-51.3,-17.4
-8.91,-44.5,-28
-3.98,-41.2,-34.2
-14.2,-44.3,-39
-48.5,-46,-41.1
-52.6,-46.5,-44.1
-10.6,-47.3,-47.2
26.1,-44.8,-48.6
24.8,-37.6,-50.2
4.26,-30.3,-50.7
-15.5,-26.4,-50.6
-27.8,-17.2,-49.9
-13.1,2.23,-49.6
14.8,26.5,-44.1
22.1,51.6,-29.8
20.9,71.6,-16.9
22,86.4,-9.56
7.76,101,-7.34
-27.7,114,-8.46
-63.6,123,-8.18
-66.2,125,-9
-39.2,118,-10.3
-13.5,110,-9.96
7.62,103,-9.72
32.5,97.1,-9.83
71.1,96.9,-8.14
113,94.9,-7.95
117,92,-15
83.5,87.7,-21.9
44.8,73.9,-24.4
31.5,57.7,-27.3
59.1,44.5,-29.3
75.2,35.2,-30.3
43,31.4,-33.5
4.53,27.8,-36.4
0.0639,24.8,-35.4
17.3,25,-33.5
27.7,32.7,-29.8
25.5,46.9,-21.2
32.4,56.6,-12.6
48.9,60.5,-8.89
33.8,62.9,-11.2
9.34,64.1,-15.8
19.6,59.9,-18.8
34.9,45.1,-24.5
37.3,23,-31
38.9,3.13,-32.7
43.6,-8.02,-34.7
52.3,-17.8,-39.4
58.1,-32.1,-45.4
54.7,-41.9,-49.6
32.6,-49.5,-47.8
-0.111,-58,-47.6
-7.48,-63.8,-49
1.14,-69,-46
-14.9,-70.2,-42.5
-44.2,-71.6,-39.8
-48.5,-77.2,-41.2
-24.2,-78.4,-43.8
-20,-71.9,-42.2
-52.1,-62.9,-41.6
-60.6,-53.8,-45.2
-29.5,-37.4,-50.6
-4.51,-13.8,-50.1
-9.28,8.92,-43.2
-16.8,23.4,-39.9
-1.98,30.1,-38.5
7.56,39.6,-29.9
-2.65,51.5,-17.1
-10.9,60.7,-4.91
-3.86,64.6,6.45
9.36,63,12.1
6.29,63.1,13.7
-13.9,62.4,12.8
-29.3,57,7.04
-32.5,50,2.8
-30.7,38.6,1.1
-29,17.1,-3.68
-24.1,-11.1,-15.7
-7.77,-29.9,-28.2
6.11,-40.5,-32.6
-1.97,-51.7,-35.7
-17.4,-56.1,-41.5
-2.89,-58.6,-44.5
39.6,-62.5,-37.2
42.7,-59.4,-25.9
-13.5,-53,-21.4
-47.9,-50.2,-17.9
-26.8,-53.9,-13.1
-8.95,-54.4,-7.36
-10,-44.7,1.34
13.2,-36.2,9.84
52.3,-29.9,18.9
43.2,-16.8,23.8
-2.31,2.31,21.6
-8.32,16.5,19.9
5.87,24.6,18
4.06,36,14.3
17.7,44.5,14.3
39.7,46.5,18.2
39.5,47.1,20.1
4.87,46.4,17.5
-30.9,44.1,12.5
-22.4,35.7,9.02
-15,19.9,7.11
-40.7,0.577,2.46
-56.5,-13.8,-4.1
-39.9,-17.1,-10.9
-22.6,-13.7,-18
-33.6,-3.7,-26.3
-36,7.54,-30.6
-9.95,11,-28
9.94,13.1,-27.9
-2.13,19.3,-26.2
-35.8,22.9,-21.2
-40.7,18.2,-21.8
-9.76,13.6,-24.2
-1.79,15.1,-26.5
-25.6,13.2,-31.1
-28,6.65,-36.6
-13.6,-0.15,-40.6
-16.9,-4.67,-41.7
-13.1,-7.36,-39.9
-6.75,-10.7,-32.8
-21,-7.89,-24.9
-36.4,4.5,-19.5
-43.5,21.8,-8.32
-25.7,36.1,5.64
9.48,45,13.6
34.9,53.4,19.4
44.5,59.4,22.6
26.6,59.2,21.2
0.0804,53.7,15.2
-6.2,48,6.71
14.3,40.5,-0.693
28.3,29.5,-7.83
-6.15,18.4,-12.1
-46.7,11.5,-9.53
-44.6,13,-0.742
-20.3,19.2,5.18
2.25,25.6,8.4
3.45,30.7,15.4
-23.5,33.8,17
-42,35.1,14.3
-31.8,32.6,12.3
-21.6,30.6,5.47
-32.7,29.2,-5.29
-48,21.6,-15.9
-49.6,9.95,-24.8
-40.7,-2.71,-34
-30.3,-14.6,-39.5
-20.6,-20.9,-40.5
2.53,-23.3,-42.9
18.5,-22.4,-41.9
0.286,-20.2,-42.7
-12.9,-20.4,-47.9
-2.31,-18,-48.3
0.423,-13.3,-49.2
-6.85,-9.39,-51.3
1.24,-4.18,-49.6
13.6,3.32,-45.8
4.8,8.77,-40.2
-16,6.69,-34.1
-20.9,2.21,-26.5
0.728,2.92,-15
3.61,8.14,-4.81
-33,14.5,-0.37
-57.6,22.9,4.43
-39.9,31.1,10.3
-8.7,32.9,13.7
-19.3,33.2,13.5
-55.1,33.8,10.4
-46.1,28.7,10.5
-6.97,21.7,14.5
10.3,15.7,16.5
3.95,12.9,13.4
-11.6,19.4,9.2
-33.5,27.4,4.28
-46.1,25.4,-9.78
-27.5,20.9,-24
-7.19,21.4,-27.4
-17.6,20.5,-30
-39.4,20,-28.5
-39.4,21.3,-15.4
-9.56,21.9,2.88
18.4,27.3,21.7
29.8,33.2,32.4
25.5,37.7,37.7
4.57,43.8,42.5
-13.2,48.9,39.7
-13,50.7,34
10.3,51.9,29.2
37.7,58.1,25.9
53.6,62.7,22
59.7,63,17.1
37.7,54.5,13.6
-7.38,30.8,2.28
-28.4,5.7,-11.2
-11.8,-8.72,-16.8
4.91,-6.16,-14.3
-9.78,2.25,-4.01
-38.6,3.54,5.76
-42,5.93,15.6
-30.2,9.14,24.5
-27.6,10.6,27.4
-21,9.66,30.3
-15.1,4.22,33.9
-18.6,-3.6,34.2
-15.6,-13.6,34.7
-6.53,-22.5,38.7
8.52,-30.3,42.2
22.2,-38.7,44.7
16.8,-44.9,45.9
6,-50.5,43.3
0.0823,-56,41.5
0.461,-58.7,38.3
11,-58.8,29.5
17.7,-54.9,20.6
14.3,-47.1,12.9
11.6,-36.6,6.78
4.47,-24.2,1.57
-18.8,-11.4,-8.86
-42.9,2.35,-20.7
-42.7,13.5,-28.3
-15,17.7,-35.8
3.12,16.6,-44.5
-14.8,14.9,-52.9
-32.6,13.3,-58.3
-10.4,10.3,-57.9
37.9,7.85,-55.2
63.3,6.32,-52.5
47,3.69,-48.1
21.1,-3.12,-38
18.5,-9.64,-25.4
29.5,-8.18,-20.9
14.9,0.426,-21.8
-4.02,14.4,-16.4
18.2,31.2,-5.04
37,45.9,3.94
7.83,58.1,4.47
-31.6,68,4.82
-37.8,70.1,13
-16,54.9,18.4
-6.6,23.5,18.5
-26.8,-12.8,15.9
-46,-39.4,10.3
-28.6,-53.3,11.8
10,-66.9,17.8
23.5,-73.3,19.9
10.3,-70.3,25.1
-11.4,-72.5,35.2
-26.9,-69.3,45.9
-18.4,-57.3,56.9
-0.388,-44,60.4
0.788,-33.7,54.1
-25.7,-34.3,45.1
-52.1,-36.4,34.7
-46.4,-36.5,24.4
-30.7,-38.8,15.2
-28.4,-44.3,5.69
-34.6,-53.7,-1.95
-35.9,-61.4,-8.59
-29.8,-64.7,-17.5
-32,-62.2,-26.1
-47.3,-56.4,-33.2
-54.2,-50.2,-37.6
-33.3,-43.6,-35
-6,-38.2,-25.3
-5.94,-33.3,-15.1
-27.8,-31.7,-7.66
-40.6,-33.4,2
-35.1,-31.5,12.5
-23.2,-23.1,19.3
-17.9,-11,25.6
-23,1.41,31.4
-24.5,11.6,37.1
-21.9,18.2,43.2
-23,21.7,46.9
-22.4,22.6,51
-17.9,19.8,55.6
-14.8,13.1,57.7
-19.7,5.45,58
-15.4,-2.93,56.4
16.3,-13.8,51.4
52.6,-26.1,46
64.2,-36.6,41.5
58.1,-42.2,36.9
58.1,-44.1,37.1
62.4,-42.8,39.5
61.2,-37.1,41
59.8,-27.8,44.3
66.2,-20.1,47.5
56.9,-17.9,47.6
11,-15.4,40.9
-30.2,-13.7,29.4
-35.2,-15.4,18.1
-21.3,-15.1,10.1
-5.19,-10.2,6.97
12.4,-2.07,8.88
28.3,7.09,15.3
27.1,13.9,19.4
4.97,19.2,18.7
-15.3,26.5,16.6
1.7,31.2,15.8
43.5,30.5,14.1
56.3,30.3,7.59
37.9,29.2,1.88
19.5,21.2,0.306
8.92,9.89,-0.22
1.38,5.36,-0.0119
-10.9,5.85,2.92
-41.3,5.54,6.24
-79.9,7.34,5.7
-91.7,9.68,3.18
-74.2,12.8,-1.05
-53.5,18.5,-7.45
-52.7,23.7,-14.2
-65,28.7,-19.6
-51,29.2,-20
-16.9,23.2,-20.5
-10.6,16.2,-25.1
-25.6,8.14,-25.2
-14.3,-4.21,-16.2
18.2,-17.7,-5.43
18.4,-24.3,-3.47
-20.2,-23.4,-6.93
-36.2,-21.2,-7.77
-10.9,-18.1,-11
-5.08,-5.83,-19.3
-26.1,14.7,-25
-21.7,26.1,-23.7
4.12,27.9,-21.1
19,33.6,-20.2
14.1,43.7,-13.7
-4.56,51.9,1.65
-19.6,53.1,22.3
-23,48.5,39.3
-12.2,43.6,46.2
13.2,36.8,47.6
29.1,26,44.1
18.1,15.2,35.3
12,5.02,29.3
35.8,-7.47,27
56.5,-16.6,25.9
51.3,-18.9,28
42.7,-21,34.8
39,-25.5,44.1
16,-27.1,49.4
-18.8,-23.6,52.4
-30.2,-23.2,59.5
-18.2,-26.4,67.8
11.2,-26.8,71.9
53.6,-27.6,70.4
83.4,-35.3,67.9
76.9,-47.6,64.5
56.3,-56.9,58.5
72.3,-62.2,51.7
113,-65.5,39.8
125,-65,21.4
102,-61.8,8.74
71.9,-60.8,7.74
48.4,-60.8,7.78
27.6,-59,5.17
10.8,-58,5.31
9.43,-57.9,9.8
13.3,-56.5,16.5
8.77,-51.4,22
-4.81,-42.5,25.8
-23.1,-34.6,26.9
-32.2,-25.3,23.6
-32.3,-8.76,15.6
-37.2,11.5,5.04
-45.7,26.6,-1.13
-48,33.2,-4.3
-47.4,35.7,-9.94
-57.1,36.1,-15.4
-61.1,34.6,-18.7
-39.5,28.3,-18.5
-16.7,16.5,-12.5
-16.1,8.62,-3.06
-35.4,7.49,8.89
-62.4,4.05,21.4
-65.1,-12,26.5
-40.9,-36,24.8
-34.9,-51.1,21.1
-48.9,-60.1,15.4
-50.7,-70.2,10.7
-54.7,-75,7.71
-64.2,-72.1,5.41
-51,-61.9,7.03
-34.9,-46.6,11.2
-37,-30.9,14.4
-43.8,-20.1,17.3
-42.5,-16.2,18.8
-34.2,-16.5,19.7
-31.1,-20.5,19.9
-21.5,-29,15.2
-3.65,-40.8,7.61
3.61,-50.2,2.74
-5.13,-51.2,0.598
-6.89,-43.6,-0.136
23.5,-27.8,0.383
46.7,-6.45,-3.11
30.9,9.94,-11.1
2.96,16,-16.9
-12.3,13.2,-20.1
-14.7,6.22,-22.2
-15,0.592,-23.9
-10.4,-4.47,-26.2
4.17,-8.96,-28.4
23.3,-11.4,-31.8
30.2,-13.8,-36.2
24.4,-17.2,-38.6
29,-23.4,-35.5
48,-31.9,-28.3
59.8,-39.1,-21.4
42.4,-40.4,-18.1
20.5,-36.7,-17.2
25.3,-33.7,-16.3
43.8,-30.9,-17.9
57.1,-29.6,-19
43.4,-32.1,-16
11.6,-37.4,-11.2
-4.35,-43.8,-6.88
-0.437,-47.1,-6.95
12.1,-48.2,-12
11.3,-48.3,-18.7
0.356,-48.3,-26.7
-0.627,-49.5,-35.7
-7.23,-47.2,-44.8
-25,-40.2,-52.2
-36.9,-32.9,-58.3
-35.2,-25.8,-65.2
-19.7,-16.5,-70.9
-9.08,-3.63,-75.7
-12.9,12.7,-80
-13.1,29,-79
-5.65,43.8,-73.5
-0.0657,57.7,-66
-2.82,70.1,-55.9
-8.66,81.4,-45.7
0.545,88,-37.5
17.6,90.7,-30.7
19.1,93.1,-26.1
0.82,92.6,-24.7
-21.5,91.6,-23
-34,101,-17.3
-40.9,121,-9.9
-36.3,131,-6.17
-29.1,130,-5.38
-42.2,130,-2.2
-35.2,128,2.1
3,122,4.72
5.18,118,2.29
-23.2,121,-5
-32.1,124,-12.2
-26.5,117,-24.8
-23.2,103,-43.3
-20.1,85.4,-56.8
-9.79,65.4,-64
1.48,50.2,-66.8
-1.16,37.6,-66.1
-13.5,29.4,-63.8
-16.5,24.6,-60.3
-3.72,23.6,-57.2
